ZAKŁAD;SUPPLIER;"2.
 PART NUMBER";ID_SAP;"3.
NAME OF THE PART";KLIENT;"4.
  PART CLASIFICATION";"5.
PPM PERFORMANCE ";"6.
 CERTYFICATE";"7.
 APPROVAL";"8.
 AUDIT RESULT";"9.
 PSCR";"10.
 LOCATION";"11.
DELIVERY SCHEDULES";"12.
 NUMBER OF INTERFERENCE";"13.
 COLLABORATION";"14.
 SCORE P/N";"15.
 SUPPLIER SCORE";"16.
 SUPPLIER CLASIFICATION";ID
PSAPT;PCAM VENARIA;3802501021;5102923;KEEPER GSE N3;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;69
PSAPT;PETROFINA;NLE0010201-S;5104564;ET 40.9L KOLOR 808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;71
PSAPT;PETZ;883530100;5109905;4M8.854.989.A KLAPA NADK.TYLNE SX RS;VW;C;100;100;100;N/A;100;50;100;100;100;93,75;93,75;A;115
PSAPT;PETZ;883530200;5109905;$4M8.854.990.A RADABD.HINTEN (FLAP);VW;B;100;100;100;N/A;100;50;100;100;100;93,75;;;115
PSAPT;PETZ;883530300;5109905;$4M8.854.989 RADABDECKUNG HINTEN (FLAP);VW;B;100;100;100;N/A;100;50;100;100;100;93,75;;;115
PSAPT;PHILLIPS;LS385800;5109062;250 KORPUS WLOTU CENTRALNY DX;STELLANTIS;C;100;100;100;0;N/A;100;100;100;100;87,5;87,5; B;73
PSAPT;PHILLIPS;LS385812;5109062;250 KORPUS WLOTU CENTRALNY SX;STELLANTIS;C;100;100;100;0;N/A;100;100;100;100;87,5;;;73
PSAPT;PLASTIFORM A.S.;LS391220;5100017;POKRYWA DOLNA 225;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;74
PSAPT;PLASTIQUES;8,58078E+11;5105177;KOLEK GUMOWY;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;75
PSAPT;POLIBLEND;NLS0030605;5100379;PA 80.100L KOL.734;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;67
PSCPS;POLITEC;NLS0060401;5100077;PP 65.40L KOL.808;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;94,28571429;A;76
PSCPS;POLITEC;NLS0060201;5100077;PP 50.60L KOL.808;STELLANTIS;B;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;76
PSAPT;POLITEC;NLS0061504;5100077;PP 58.80R KOL.NERO;STELLANTIS;B;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;76
PSAPT;POLITEC;NLS0060701;5100077;PP 70.20L KOL.808;STELLANTIS;B;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;76
PSAPT;POLITEC;NLS0060601;5100077;PP 65.25 KOL.NERO;STELLANTIS;B;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;76
PSAPT;POLITEC;NLS0061501;5100077;;STELLANTIS;B;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;76
PSCPS;POLITEC;NLS0060201;5100077;PP 50.60L KOL.808;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;76
PSCPS;POLITEC;NLS0060401;5100077;PP 65.40L KOL.808;STELLANTIS;C;100;80;100;N/A;N/A;80;100;100;100;94,28571429;;;76
PSCPS;POLY.TEC;MPMR218;5105825;SRODEK CZYSZCZACY POLYSOL 04;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;155
PSAPT;PORO ADDITIVE SP. ZOO;160011052;5108061;POM 80.45E KOL.808;STELLANTIS;C;100;80;100;N/A;N/A;100;100;100;100;97,14285714;97,14285714;A;78
PSCPS;PPG;LCFB203530;5100470;LAKIER KOL 876;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;97,5;A;142
PSCPS;PPG;LCFB228070;5100470;Tranpsarent tixo 2K medio solido;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB228090;5100470;CLEAR 2K LOW GLOSS;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB228111;5100470;TRANSPARENT GLOSS 20;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB238005;5100470;LAKIER KOL.227/B NOWA PERŁA;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB263764;5100470;LAKIER KOL 372/A SZARY NEW;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB238872;5100470;LAKIER KOL 687/B NIEBIESKI;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB238870;5100470;LAKIER KOL.369/B NIEBIESKI METALIK NEW;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB238871;5100470;LAKIER KOL.425/C NIEBIESKI NEW;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259074;5100470;LAKIER KOL 268 BIALY;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259097;5100470;LAKIER KOL 689 - AVORIO NEW;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259183;5100470;LAKIER KOL 111 CZERWONY;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259388;5100470;LAKIER KOL.166 MIĘTOWY;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259394;5100470;LAKIER KOL 149 - MILITARY MATT GREEN;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259607;5100470;LAKIER SZARY KOL 676;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259613;5100470;LAKIER KOLOR 735/A;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB263602;5100470;Lakier SZARY QUARZO KOL 695;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB263688;5100470;LAKIER KOLOR 612;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB265140;5100470;LAKIER KOL 866 NEW;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB265801;5100470;LAKIER KOL 682/B - NIEBIESKI;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB265803;5100470;LAKIER KOL 608;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB269131;5100470;LAKIER KOL 176 CZERWONY NEW;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB269211;5100470;LAKIER KOL 258 - GIALLO MODENA;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB269126;5100470;LAKIER KOL 552;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB263754;5100470;LAKIER KOL.954 ORO;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCKA493022;5100470;KATALIZATOR;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCRO260034;5100470;ROZCIEŃCZALNIK DO EMALI METALIZOWANYCH;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCRO260111;5100470;ROZCIEŃCZALNIK Z OCTANEM ETYLU;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259395;5100470;LAKIER KOL 566 HYPERGREEN;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259402;5100470;LAKIER KOL. 745;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB259522;5100470;LAKIER KOL. 601;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB238853;5100470;LAKIER KOL. 391;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB265301;5100470;LAKIER KOL 003 VERDESMERALDO;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB265808;5100470;LAKIER KOL. 270;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB269229;5100470;LAKIER KOL 562 NOWY KOD;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB265141;5100470;LAKIER KOL.VR494 POWDER PINK;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB238356;5100470;LAKIER KOL.421 MATT GREEN;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB265601;5100470;LAKIER KOL. 196;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB238873;5100470;LAKIER KOL.948/B;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCFB263759;5100470;LAKIER KOL 708 GRIGIO QUARZO OPACO;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCRO367003;5100470;KOREKTOR 310 OCTAN ETYLU;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSCPS;PPG;LCRO560192;5100470;ROZCIENCZALNIK 560192;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;142
PSAPT;PRIMA COMP. PALIANO;LS369451;5102923;194 ZAMKNIĘCIE ZAWORU;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;79
PSAPT;PRIMA COMP. PALIANO;LS372951;5102923;ZAŚLEPKA CAPLESS 846;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;79
PSAPT;PROCARS;51898132;5100111;obejma zbiornika prawa;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;80
PSAPT;PROCARS;51898133;5100111;Obejm zbiornika lewa z osｳonｹ;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;2588460014;5100111;312 pedaｳ hamulca MT;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;2588460101;5100111;312 pedaｳ hamulca MT Abarth;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;2588460103;5100111;312 pedaｳ hamulca MTA Abarth;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;2588460106;5100111;312 rami・ped. sprz麋ｳa z nakｳadkｹ;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;2588460019;5100111;312 pedaｳ hamulca MTA;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;258312C020;5100111;Sworze・rami・pedaｳu hamulca;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;258312C021;5100111;Sworze・pｳytka pedaｳu hamulca;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;258312C022;5100111;Sworze・zabezpieczenia pedaｳu ham;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;51804345;5100111;Brake Release Lever;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;51804343;5100111;RAMIE PEDALU HAMULCA  GSE N3;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;2581392011;5100111;RAMIE PEDAŁU;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROCARS;2581392012;5100111;DŻWIGNIA ROZŁĄCZENIA ;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSCPS;PROCARS;LC392530;5100111;312 OSLONA METALOWA;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;80
PSAPT;PROXIMA TAPE;LITM011;15000110;FOLIA STRETCH - SZER. 200x500mt BLU;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;70
PSAPT;RADICI NOVACIPS S.p.A.;N120046002;5100589;PA 50.400 BLU;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;81
PSAPT;RADICI NOVACIPS S.p.A.;NLS0030701;5100589;PA 50.800L KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;81
PSAPT;RADICI NOVACIPS S.p.A.;NLS0030807;5100589;PA 220.110L Autoestinguente KOL.831;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;81
PSCPS;RAVAGO;NLS0020401;5100844;PC+ABS 100.450L KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;77
PSAPT;RAVAGO;NLS0010305;5100844;ABS 90.170LOG KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;77
PSAPT;RAVAGO;NLS8000302;5100844;GP 22 (ABS);STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;77
PSAPT;RAVAGO;NLS0020204;5100844;PC+ABS 105.450 L KOL.831;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;77
PSAPT;RAVAGO;NLS0020501;5100844;PC+ABS 100.450 KOL.608/A;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;77
PSAPT;RAVAGO;NLS0030903;5100844;PA 230.120 V30 KOL.NERO;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;77
PSAPT;RAVAGO;N330011620;5100844;PC+ABS 100.450 L GR.620;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;77
PSAPT;RAVAGO;NLS0030903;5100844;PA 230.120 V30 KOL.NERO;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;77
PSCPS;RAVAGO;NLS0020401;5100844;PC+ABS 100.450L KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;77
PSAPT;RAVAGO;1803364;5100844;PP47.60 R NERO/MAFILL CRC 5044BLA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;77
PSAPT;RGPBALLS SRL;LC800484;5108922;"169 KULKA 5/8""(FI 15.875MM)";STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;82
PSCPS;ROLFIX;LITK055;5104188    ROLLFIX JERZY STAJER;FOLIA NOVACEL;STELLANTIS;A;100;100;100;N/A;N/A;100;100;100;100;100;100;A;144
PSCPS;ROLFIX;LITM3640055048;5104188    ROLLFIX JERZY STAJER;tasma na lakiernie   96 szt miesiecznie - nie podlega MRP;STELLANTIS;A;100;100;100;N/A;N/A;100;100;100;100;100;;;144
PSCPS;ROLFIX;LITM3640085025;5104188    ROLLFIX JERZY STAJER;tasma na lakiernie 96 szt miesiecznie;STELLANTIS;A;100;100;100;N/A;N/A;100;100;100;100;100;;;144
PSCPS;ROLFIX;LCTM330000;5104188    ROLLFIX JERZY STAJER;TAPE 19mm;STELLANTIS;A;100;100;100;N/A;N/A;100;100;100;100;100;;;144
PSCPS;ROLFIX;LITM020;5107206    VIBAC ACQUISIZIONI S.P.A.;taśma magnet marelli;STELLANTIS;A;100;100;100;N/A;N/A;100;100;100;100;100;;;144
PSAPT;SAINT GOBAIN;258AI9X011;5104489;1V5 DOM;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;83
PSAPT;SAINT GOBAIN;51804354;5104489;MOLLETTA AGGANCIO CAVO 846 GSX;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;83
PSCPS;SALGOMMA;735416854;5100975;OGRANICZNIK GUMOWY Kol.808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;146
PSAPT;SALGOMMA;76719830;5100975;169 NAKŁADKA GUMOWA SELESPEED;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;84
PSAPT;SATER S.R.L.;2588460006;5105916    BOLLHOFF S.R.L.;312 WSPORNIK CMC;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;85
PSAPT;SCHURHOLZ GMBH & CO. KG;51807841;5103148;846 PIERŚCIEŃ ZAMYKAJACY POMPE;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;86
PSAPT;SCHURHOLZ GMBH & CO. KG;55218006;5103148;846 PIERŚCIEŃ METALOWY;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;86
PSAPT;SELMAT SRL SAPA GROUP;735386310;#N/D;199 FRIZIONE PER ROTORE;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;87
PSAPT;SERI;1803637;15000058;PP 53.180 SRL  CT 12% NERO IC 620, NERO;STELLANTIS;C;;;;N/A;N/A;80;100;100;100;95;95;A;
PSAPT;SERI;1803394;15000058;PP 65.40 L NERO 808;STELLANTIS;C;;;;N/A;N/A;80;100;100;100;95;;;
PSAPT;SERI;1803610;15000058;PP 45-350 L NERO 808 N.F.55246;STELLANTIS;C;;;;N/A;N/A;80;100;100;100;95;;;
PSAPT;SERI;1803013;15000058;PP 45-350 L NERO STANDARD NF55246;STELLANTIS;C;;;;N/A;N/A;80;100;100;100;95;;;
PSAPT;SIKA FRNAKFURT;884518300;5109895;INSONORIZZANTE ANT. SX/DX 705x12;VW;C;100;100;100;100;N/A;80;100;100;100;97,5;97,5;A;88
PSAPT;SIKA FRNAKFURT;884518500;5109895;WYGŁUSZENIE DRZWI TYLNYCH SX/DX BASIS;VW;C;100;100;100;100;N/A;80;100;100;100;97,5;;;88
PSAPT;SIKA FRNAKFURT;884518700;5109895;INSONORIZZANTE VO SX/DX S-LINE 1037x44x;VW;C;100;100;100;100;N/A;80;100;100;100;97,5;;;88
PSAPT;SIKA FRNAKFURT;884519400;5109895;INSONORIZZANTE HI DX/SX S-LINE 840x57;VW;C;100;100;100;100;N/A;80;100;100;100;97,5;;;88
PSCPS;SIKA HAMBURG;CZPI4656;5105988;312 KLEJ SIKAFORCE 7570 LO3(A);STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;88
PSCPS;SIKA HAMBURG;CZPI4657;5105988;312 KLEJ SIKAFORCE 7570 (B);STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;88
PSAPT;SINTET;NLE00003;5100538;;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;89
PSAPT;SINTET;NLS00092;5100538;MASTER GR.670 PER PA/POM;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;89
PSCPS;SIRMAX POLSKA SP Z O.O.;NLS0060510;5105137;PP 60.35L KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;148
PSCPS;SIRMAX POLSKA SP Z O.O.;NLS0060904;5105137;PP 48.380L KOL.734;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;148
PSCPS;SIRMAX POLSKA SP Z O.O.;NLS0060904;5105137;PP 48.380L KOL.734;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;90
PSAPT;SOLE ODERZO;896567123;5107422;Q8 CZ. WEW. NADKOLE PRZEDNIE SX BASIS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;97,5;A;117
PSAPT;SOLE ODERZO;896567223;5107422;Q8 CZ. WEW. NADKOLE PRZEDNIE DX BASIS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896567312;5107422;Q8 CZ.WEW.NADKOLA TYLNEGO SX BASIS/SLINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896567412;5107422;Q8 CZ.WEW.NADKOLA TYLNEGO DX BASIS/SLINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896567513;5107422;Q8 CZ.WEW.NADKOLE DRZWI SX BASIS/S-LINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896567613;5107422;Q8 CZ.WEW.NADKOLE DRZWI DX BASIS/S-LINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896567733;5107422;Q8 CZ. WEW. DRZWI PRZEDNICH SX BASIS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896567833;5107422;Q8 CZ. WEW. DRZWI PRZEDNICH DX BASIS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896567933;5107422;Q8 CZ. WEW. DRZWI TYLNYCH SX BASIS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568033;5107422;Q8 CZ. WEW. DRZWI TYLNYCH DX BASIS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568133;5107422;Q8 CZ. WEW. NADKOLE PRZEDNIE SX S-LINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568233;5107422;Q8 CZ. WEW. NADKOLE PRZEDNIE DX S-LINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568343;5107422;Q8 CZ. WEW. DRZWI TYLNYCH SX S-LINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568443;5107422;Q8 CZ. WEW. DRZWI TYLNYCH DX S-LINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568543;5107422;Q8 CZ. WEW. DRZWI PRZEDNICH SX S-LINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568643;5107422;Q8 CZ. WEW. DRZWI PRZEDNICH DX S-LINE;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896567433;5107422;Q8 CZ.WEW.NADKOLA TYLNEGO DX ST.21826;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896567333;5107422;Q8 CZ.WEW.NADKOLA TYLNEGO SX ST.21826;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568713;5107422;Q8 CZ. WEW. DRZWI PRZEDNICH SX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568813;5107422;Q8 CZ. WEW. DRZWI PRZEDNICH DX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896568913;5107422;Q8 CZ. WEW. DRZWI TYLNYCH SX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896569013;5107422;Q8 CZ. WEW. DRZWI TYLNYCH DX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896569103;5107422;Q8 CZ. WEW. NADKOLE DRZWI SX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896569203;5107422;Q8 CZ. WEW. NADKOLE DRZWI DX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896569303;5107422;Q8 CZ. WEW. NADKOLE PRZEDNIE SX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896569403;5107422;Q8 CZ. WEW. NADKOLE PRZEDNIE DX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896569503;5107422;Q8 CZ. WEW. NADKOLA TYLNEGO SX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;896569603;5107422;Q8 CZ. WEW. NADKOLA TYLNEGO DX RS;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;898039103;5107422;Q8 NAK.NAD.TYLNEG.SX BASIS/SLINE PRIMER;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897610112;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897610212;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS C9X;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897610312;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897610412;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS Z7G;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897610512;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897610612;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS S9R;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897610712;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897610812;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS 041;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897610912;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS V5Z;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897611112;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897611212;5107422;Q8 NAK. DRZWI PRZEDNICH DX RS Y2Y;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
PSAPT;SOLE ODERZO;897611312;5107422;Q8 NAK. DRZWI PRZEDNICH SX RS X5H;VW;B;100;100;100;N/A;100;80;100;100;100;97,5;;;117
